country,country_code,continent,sub_region,year,human_development_index,corruption_perception_index,population,life_exp,gdp_per_capita
Namibia,NAM,Africa,Sub-Saharan Africa,2007,0.589,4.5,2083174,54.712,4202.510968
Nepal,NPL,Asia,Southern Asia,2007,0.492,2.5,26063619,66.565,393.8843518
Netherlands,NLD,Europe,Western Europe,2007,0.905,9,16463031,80.09756098,51241.31562
New Zealand,NZL,Oceania,Australia and New Zealand,2007,0.894,9.4,4238021,80.15121951,32510.0827
Nicaragua,NIC,Americas,Latin America and the Caribbean,2007,0.607,2.6,5522119,72.677,1344.301871
Niger,NER,Africa,Sub-Saharan Africa,2007,0.298,2.6,14527631,54.593,292.55962
Nigeria,NGA,Africa,Sub-Saharan Africa,2007,0.481,2.2,147152502,49.356,1882.470204
Norway,NOR,Europe,Northern Europe,2007,0.936,8.7,4716584,80.39512195,85170.86217
Oman,OMN,Asia,Western Asia,2007,0.765,4.7,2593750,74.898,15805.13226
Pakistan,PAK,Asia,Southern Asia,2007,0.513,2.4,159767672,64.303,950.4327931
Panama,PAN,Americas,Latin America and the Caribbean,2007,0.75,3.2,3438398,76.285,6165.945057
Papua New Guinea,PNG,Oceania,Melanesia,2007,0.469,2,6387470,64.006,1440.130304
Paraguay,PRY,Americas,Latin America and the Caribbean,2007,0.654,2.4,5966160,71.686,2992.925679
Peru,PER,Americas,Latin America and the Caribbean,2007,0.7,3.5,28292768,73.023,3611.21047
Philippines,PHL,Asia,South-eastern Asia,2007,0.655,2.5,88965508,68,1672.685411
Poland,POL,Europe,Eastern Europe,2007,0.813,4.2,38500356,75.24390244,11255.4367
Portugal,PRT,Europe,Southern Europe,2007,0.804,6.5,10550695,78.32195122,22780.05845
Qatar,QAT,Asia,Western Asia,2007,0.825,6,1178955,76.94,67005.61258
Romania,ROU,Europe,Eastern Europe,2007,0.78,3.7,20979708,72.56585366,8424.737535
Rwanda,RWA,Africa,Sub-Saharan Africa,2007,0.438,2.8,9481083,58.971,404.8507881
Samoa,WSM,Oceania,Polynesia,2007,0.688,4.5,182238,71.866,3022.561555
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2007,0.531,2.7,160064,65.248,886.6695898
Saudi Arabia,SAU,Asia,Western Asia,2007,0.779,3.4,26083522,73.245,16472.16605
Senegal,SEN,Africa,Sub-Saharan Africa,2007,0.435,3.6,11897230,62.008,1203.175265
Serbia,SRB,Europe,Southern Europe,2007,0.749,3.4,9130353,73.63170732,5458.121718
Seychelles,SYC,Africa,Sub-Saharan Africa,2007,0.739,4.5,90841,73.14390244,12154.82994
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2007,0.367,2.1,5391108,45.5,358.8274716
Singapore,SGP,Asia,South-eastern Asia,2007,0.88,9.3,4732785,80.44146341,39223.58187
Slovenia,SVN,Europe,Southern Europe,2007,0.869,6.6,2017452,78.56097561,23841.31792
Solomon Islands,SLB,Oceania,Melanesia,2007,0.489,2.8,492075,67.147,1046.931125
South Africa,ZAF,Africa,Sub-Saharan Africa,2007,0.616,5.1,49693580,53.01,6001.852563
South Sudan,SSD,Africa,Sub-Saharan Africa,2007,NA,NA,8815495,52.095,NA
Spain,ESP,Europe,Southern Europe,2007,0.854,6.7,45209538,80.87317073,32709.40104
Sri Lanka,LKA,Asia,Southern Asia,2007,0.731,3.2,19813816,74.144,1632.961131
Sudan,SDN,Africa,Northern Africa,2007,0.444,1.8,33637960,61.3,1115.6952000000001
Suriname,SUR,Americas,Latin America and the Caribbean,2007,0.691,3.5,500953,69.422,5761.059439
Sweden,SWE,Europe,Northern Europe,2007,0.897,9.3,9153316,80.9,53324.37937
Switzerland,CHE,Europe,Western Europe,2007,0.914,9,7560141,81.74146341,63555.2375
Tajikistan,TJK,Asia,Central Asia,2007,0.592,2.1,7099021,68.487,520.0371866
Thailand,THA,Asia,South-eastern Asia,2007,0.7,3.3,66353572,72.915,3972.206475
Timor-Leste,TLS,Asia,South-eastern Asia,2007,0.566,2.6,1021235,65.842,2705.232903
Togo,TGO,Africa,Sub-Saharan Africa,2007,0.441,2.3,5890414,55.578,443.3757548
Tonga,TON,Oceania,Polynesia,2007,0.698,1.7,102169,71.773,2932.315883
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2007,0.767,3.4,1309260,69.214,16529.65801
Tunisia,TUN,Africa,Northern Africa,2007,0.701,4.2,10298717,74.483,3778.184171
Turkey,TUR,Asia,Western Asia,2007,0.705,4.1,69515492,73.219,9709.721346
Turkmenistan,TKM,Asia,Central Asia,2007,NA,2,4858235,65.695,2600.371428
Uganda,UGA,Africa,Sub-Saharan Africa,2007,0.453,2.8,29991958,54.66,401.8508631
Ukraine,UKR,Europe,Eastern Europe,2007,0.73,2.7,46249196,68.22219512,3068.608998
United Arab Emirates,ARE,Asia,Western Asia,2007,0.829,5.7,6010100,75.828,42672.61323
Uruguay,URY,Americas,Latin America and the Caribbean,2007,0.77,6.7,3339750,76.124,7009.69705
Uzbekistan,UZB,Asia,Central Asia,2007,0.644,1.7,26586701,68.982,830.4076942
Vanuatu,VUT,Oceania,Melanesia,2007,0.582,3.1,219956,69.852,2393.367265
Zambia,ZMB,Africa,Sub-Saharan Africa,2007,0.504,2.6,12738676,52.313,1104.587985
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2007,0.421,2.1,13297798,47.719,396.9982166
Afghanistan,AFG,Asia,Southern Asia,2008,0.434,1.5,26528741,60.243,370.382294
Albania,ALB,Europe,Southern Europe,2008,0.721,3.4,2968026,75.943,4370.539925
Algeria,DZA,Africa,Northern Africa,2008,0.705,3.2,34811059,74.032,4905.254866
Angola,AGO,Africa,Sub-Saharan Africa,2008,0.48,1.9,19842251,56.189,4068.978456
Argentina,ARG,Americas,Latin America and the Caribbean,2008,0.794,2.9,40381860,75.268,8953.359275
Armenia,ARM,Asia,Western Asia,2008,0.725,2.9,2975029,72.946,4010.026997
Australia,AUS,Oceania,Australia and New Zealand,2008,0.925,8.7,21370348,81.39512195,49535.25787
Austria,AUT,Europe,Western Europe,2008,0.87,8.1,8331465,80.43170732,51708.76575
Azerbaijan,AZE,Asia,Western Asia,2008,0.728,1.9,8868713,70.238,5574.603802
Bahrain,BHR,Asia,Western Asia,2008,0.814,5.4,1115777,75.77,23067.56535
Bangladesh,BGD,Asia,Southern Asia,2008,0.523,2.1,148252473,69.312,615.7775411
Barbados,BRB,Americas,Latin America and the Caribbean,2008,0.779,7,277315,74.648,17243.67966
Belarus,BLR,Europe,Eastern Europe,2008,0.771,2,9526453,70.45609756,6377.369732
Belgium,BEL,Europe,Western Europe,2008,0.876,7.3,10779155,79.6804878,48424.5756
Belize,BLZ,Americas,Latin America and the Caribbean,2008,0.7,2.9,306165,69.517,4470.220796
Benin,BEN,Africa,Sub-Saharan Africa,2008,0.448,3.1,8973525,58.654,820.1513498
Bhutan,BTN,Asia,Southern Asia,2008,NA,5.2,694990,66.792,1795.181307
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2008,0.716,3.2,3839749,75.619,5078.314577
Botswana,BWA,Africa,Sub-Saharan Africa,2008,0.661,5.8,1967866,56.919,5623.379566
Brazil,BRA,Americas,Latin America and the Caribbean,2008,0.714,3.5,194769696,73.129,8787.610658
Bulgaria,BGR,Europe,Eastern Europe,2008,0.768,3.6,7513646,72.96341463,7261.754492
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2008,0.356,3.5,14709011,55.618,569.7612784
Burundi,BDI,Africa,Sub-Saharan Africa,2008,0.336,1.9,8821795,53.926,196.2718079
Cambodia,KHM,Asia,South-eastern Asia,2008,0.52,1.8,13933660,65.391,745.7877873
Cameroon,CMR,Africa,Sub-Saharan Africa,2008,0.473,2.3,19570418,54.535,1396.824988
Canada,CAN,Americas,Northern America,2008,0.898,8.7,33363256,80.69512195,46596.33599
Central African Republic,CAF,Africa,Sub-Saharan Africa,2008,0.345,2,4280405,46.19,456.8618268
Chad,TCD,Africa,Sub-Saharan Africa,2008,0.343,1.6,11139740,49.182,929.7702391
Chile,CHL,Americas,Latin America and the Caribbean,2008,0.816,6.9,16645940,78.193,10781.36608
China,CHN,Asia,Eastern Asia,2008,0.682,3.6,1326690636,74.808,3471.248054
Colombia,COL,Americas,Latin America and the Caribbean,2008,0.691,3.8,44901660,72.952,5383.132694
Comoros,COM,Africa,Sub-Saharan Africa,2008,0.465,2.5,665414,61.094,1387.594626
Costa Rica,CRI,Americas,Latin America and the Caribbean,2008,0.747,5.1,4429506,78.481,6911.136152
Croatia,HRV,Europe,Southern Europe,2008,0.803,4.4,4344151,75.91219512,15892.31603
Cuba,CUB,Americas,Latin America and the Caribbean,2008,0.782,4.3,11290239,78.672,5376.447622
Cyprus,CYP,Asia,Western Asia,2008,0.849,6.4,1077010,79.071,35390.70488
Denmark,DNK,Europe,Northern Europe,2008,0.906,9.3,5495302,78.44634146,64322.06664
Djibouti,DJI,Africa,Sub-Saharan Africa,2008,0.436,3,809639,59.345,1214.077118
Dominica,DMA,Americas,Latin America and the Caribbean,2008,0.72,6,70881,NA,6446.663832
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2008,0.695,3,9636491,72.29,5011.037937
Ecuador,ECU,Americas,Latin America and the Caribbean,2008,0.702,2,14447600,74.678,4274.952065
El Salvador,SLV,Americas,Latin America and the Caribbean,2008,0.662,3.9,6004199,71.291,2943.698878
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2008,0.59,1.7,686223,55.19,22742.38159
Eritrea,ERI,Africa,Sub-Saharan Africa,2008,0.402,2.6,4500638,60.94,326.0825642
Estonia,EST,Europe,Northern Europe,2008,0.836,6.6,1339941,73.77073171,18094.54805
Ethiopia,ETH,Africa,Sub-Saharan Africa,2008,0.393,2.6,83079608,59.58,325.3825543
Fiji,FJI,Oceania,Melanesia,2008,0.704,NA,843206,68.909,4177.657789
Finland,FIN,Europe,Northern Europe,2008,0.878,9,5314170,79.56829268,53401.31487
France,FRA,Europe,Western Europe,2008,0.879,6.9,62309529,81.21463415,45334.11091
Gabon,GAB,Africa,Sub-Saharan Africa,2008,0.652,3.1,1473741,61.597,10094.02746
Georgia,GEO,Asia,Western Asia,2008,0.734,3.9,4343290,72.673,3174.949001
Germany,DEU,Europe,Western Europe,2008,0.906,7.9,80665906,79.73658537,45699.19832
Ghana,GHA,Africa,Sub-Saharan Africa,2008,0.542,3.9,23115919,60.128,1224.401554
Greece,GRC,Europe,Southern Europe,2008,0.857,4.7,11161755,79.93902439,31997.28201
Grenada,GRD,Americas,Latin America and the Caribbean,2008,NA,NA,103934,72.142,7947.426509
Guatemala,GTM,Americas,Latin America and the Caribbean,2008,0.596,3.1,14106687,70.76,2794.226157
Guinea,GIN,Africa,Sub-Saharan Africa,2008,0.376,1.6,10427356,55.521,674.6181787
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2008,0.401,1.9,1561293,54.333,583.894419
Guyana,GUY,Americas,Latin America and the Caribbean,2008,0.618,2.6,748096,65.836,2568.618908
Haiti,HTI,Americas,Latin America and the Caribbean,2008,0.466,1.4,9705130,60.448,674.7564147
Honduras,HND,Americas,Latin America and the Caribbean,2008,0.603,2.6,7259470,72.093,1751.595857
Hungary,HUN,Europe,Eastern Europe,2008,0.816,5.1,10050699,73.70243902,15739.73541
Iceland,ISL,Europe,Northern Europe,2008,0.894,8.9,310033,81.6097561,55632.10432
India,IND,Asia,Southern Asia,2008,0.563,3.4,1197070109,65.802,991.4846304
Indonesia,IDN,Asia,South-eastern Asia,2008,0.645,2.6,235360765,67.775,2160.527605
Iraq,IRQ,Asia,Western Asia,2008,0.643,1.3,29163327,68.177,4521.03247
Ireland,IRL,Europe,Northern Europe,2008,0.909,7.7,4480145,80.09512195,61257.896890000004
Israel,ISR,Asia,Western Asia,2008,0.876,6,7093808,80.95121951,29531.57216
Italy,ITA,Europe,Southern Europe,2008,0.868,4.8,59319234,81.48536585,40640.18386
Jamaica,JAM,Americas,Latin America and the Caribbean,2008,0.721,3.1,2717344,74.334,4903.184444
Japan,JPN,Asia,Eastern Asia,2008,0.881,7.3,127317900,82.58756098,39339.29757
Jordan,JOR,Asia,Western Asia,2008,0.742,5.1,6010035,73.087,3385.609665
Kazakhstan,KAZ,Asia,Central Asia,2008,0.758,2.2,15915966,67.02195122,8513.564645
Kenya,KEN,Africa,Sub-Saharan Africa,2008,0.514,2.1,38244442,60.275,916.8992515
Kiribati,KIR,Oceania,Micronesia,2008,0.576,3.1,98437,65.146,1432.777431
Kuwait,KWT,Asia,Western Asia,2008,0.788,4.3,2705290,73.764,55571.99806
Latvia,LVA,Europe,Northern Europe,2008,0.821,5,2144215,72.4195122,16348.53121
Lebanon,LBN,Asia,Western Asia,2008,0.746,3,4109389,77.881,7109.513163
Lesotho,LSO,Africa,Sub-Saharan Africa,2008,0.453,3.2,1972194,49.112,879.2982742
Liberia,LBR,Africa,Sub-Saharan Africa,2008,0.4,2.4,3672782,58.167,471.1993717
Libya,LBY,Africa,Northern Africa,2008,0.757,2.6,6123022,71.681,14396.04865
Lithuania,LTU,Europe,Northern Europe,2008,0.825,4.6,3219802,71.81219512,14961.56818
Luxembourg,LUX,Europe,Western Europe,2008,0.888,8.3,485079,80.53902439,114293.8433
Madagascar,MDG,Africa,Sub-Saharan Africa,2008,0.5,3.4,19926798,62.509,470.733254
Malawi,MWI,Africa,Sub-Saharan Africa,2008,0.415,2.8,13904671,54.177,372.8487804
Malaysia,MYS,Asia,South-eastern Asia,2008,0.756,5.1,27197419,73.852,8513.629541
Maldives,MDV,Asia,Southern Asia,2008,0.651,2.8,321026,75.648,6583.45125
Mali,MLI,Africa,Sub-Saharan Africa,2008,0.385,3.1,14223403,54.193,689.6784228
Malta,MLT,Europe,Southern Europe,2008,0.815,5.8,406392,79.63658537,21928.70067
Mauritania,MRT,Africa,Sub-Saharan Africa,2008,0.476,2.8,3414552,61.461,1182.978655
Mauritius,MUS,Africa,Sub-Saharan Africa,2008,0.734,5.5,1238013,72.57073171,8030.063005
Mexico,MEX,Americas,Latin America and the Caribbean,2008,0.738,3.6,114972821,75.802,9765.717028
Mongolia,MNG,Asia,Eastern Asia,2008,0.686,3,2629666,66.449,2139.625631
Montenegro,MNE,Europe,Southern Europe,2008,0.785,3.4,619740,74.462,7367.751909
Morocco,MAR,Africa,Northern Africa,2008,0.596,3.5,31350544,73.097,2884.94776
Mozambique,MOZ,Africa,Sub-Saharan Africa,2008,0.382,2.6,22994867,53.459,503.1277109
Myanmar,MMR,Asia,South-eastern Asia,2008,0.504,1.3,51030006,64.501,643.9513703
Namibia,NAM,Africa,Sub-Saharan Africa,2008,0.598,4.5,2115703,55.697,4029.065061
Nepal,NPL,Asia,Southern Asia,2008,0.502,2.7,26325183,67.036,473.8444409
Netherlands,NLD,Europe,Western Europe,2008,0.906,8.9,16519862,80.25121951,56928.82048
New Zealand,NZL,Oceania,Australia and New Zealand,2008,0.895,9.3,4285380,80.35121951,31287.77865
Nicaragua,NIC,Americas,Latin America and the Caribbean,2008,0.613,2.5,5594524,73.028,1518.805386
Niger,NER,Africa,Sub-Saharan Africa,2008,0.307,2.8,15085130,55.35,353.2384054
Nigeria,NGA,Africa,Sub-Saharan Africa,2008,0.487,2.7,151115683,49.887,2241.711763
Norway,NOR,Europe,Northern Europe,2008,0.936,7.9,4771633,80.59268293,97007.94189
Oman,OMN,Asia,Western Asia,2008,0.782,5.5,2652281,75.188,22075.03536
Pakistan,PAK,Asia,Southern Asia,2008,0.514,2.5,163096985,64.565,1039.312088
Panama,PAN,Americas,Latin America and the Caribbean,2008,0.755,3.4,3498679,76.46,7154.14428
Papua New Guinea,PNG,Oceania,Melanesia,2008,0.477,2,6540267,64.247,1719.516327
Paraguay,PRY,Americas,Latin America and the Caribbean,2008,0.663,2.4,6047131,71.887,4064.427373
Peru,PER,Americas,Latin America and the Caribbean,2008,0.706,3.6,28642048,73.258,4208.878011
Philippines,PHL,Asia,South-eastern Asia,2008,0.661,2.3,90297115,68.105,1919.466208
Poland,POL,Europe,Eastern Europe,2008,0.818,4.6,38525752,75.54390244,14001.44688
Portugal,PRT,Europe,Southern Europe,2008,0.809,6.1,10577458,78.52439024,24815.60884
Qatar,QAT,Asia,Western Asia,2008,0.828,6.5,1388962,77.049,82967.37228
Romania,ROU,Europe,Eastern Europe,2008,0.795,3.8,20741669,72.56585366,10400.54366
Rwanda,RWA,Africa,Sub-Saharan Africa,2008,0.447,3,9750314,60.565,500.6189986
Samoa,WSM,Oceania,Polynesia,2008,0.691,4.4,183440,72.288,3509.761499
Sao Tome and Principe,STP,Africa,Sub-Saharan Africa,2008,0.533,2.7,163595,65.5,1126.462102
Saudi Arabia,SAU,Asia,Western Asia,2008,0.787,3.5,26742842,73.331,20037.83234
Senegal,SEN,Africa,Sub-Saharan Africa,2008,0.444,3.4,12229703,62.755,1388.8765309999999
Serbia,SRB,Europe,Southern Europe,2008,0.754,3.4,9109535,73.88536585,6701.773913
Seychelles,SYC,Africa,Sub-Saharan Africa,2008,0.739,4.8,91634,73.16341463,11122.86207
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2008,0.375,1.9,5521838,46.432,406.3759178
Singapore,SGP,Asia,South-eastern Asia,2008,0.887,9.2,4849641,80.7902439,39721.04818
Slovenia,SVN,Europe,Southern Europe,2008,0.873,6.7,2030599,78.76585366,27501.81027
Solomon Islands,SLB,Oceania,Melanesia,2008,0.494,2.9,503410,67.641,1205.791067
South Africa,ZAF,Africa,Sub-Saharan Africa,2008,0.622,4.9,50348811,53.72,5688.508806
South Sudan,SSD,Africa,Sub-Saharan Africa,2008,NA,NA,9208598,52.591,NA
Spain,ESP,Europe,Southern Europe,2008,0.858,6.5,45817016,81.17560976,35579.30993
Sri Lanka,LKA,Asia,Southern Asia,2008,0.735,3.2,19949553,74.207,2041.219053
Sudan,SDN,Africa,Northern Africa,2008,0.456,1.6,34470138,61.749,1291.528826
Suriname,SUR,Americas,Latin America and the Caribbean,2008,0.696,3.6,506657,69.749,6858.149015
Sweden,SWE,Europe,Northern Europe,2008,0.898,9.3,9226333,81.1,55746.84238
Switzerland,CHE,Europe,Western Europe,2008,0.916,9,7646542,81.99268293,72487.84593
Tajikistan,TJK,Asia,Central Asia,2008,0.601,NA,7254072,68.902,706.0875846
Thailand,THA,Asia,South-eastern Asia,2008,0.706,3.5,66453255,73.279,4378.687406
Timor-Leste,TLS,Asia,South-eastern Asia,2008,0.599,2.2,1030915,66.472,4073.23928
Togo,TGO,Africa,Sub-Saharan Africa,2008,0.442,2.7,6052937,56.174,537.2261475
Tonga,TON,Oceania,Polynesia,2008,0.703,2.4,102816,71.906,3392.887992
Trinidad and Tobago,TTO,Americas,Latin America and the Caribbean,2008,0.773,3.6,1315372,69.384,21189.12927
Tunisia,TUN,Africa,Northern Africa,2008,0.706,4.4,10408091,74.595,4310.093026
Turkey,TUR,Asia,Western Asia,2008,0.709,4.6,70344357,73.549,10850.87194
Turkmenistan,TKM,Asia,Central Asia,2008,NA,1.8,4917541,66.031,3904.467675
Uganda,UGA,Africa,Sub-Saharan Africa,2008,0.464,2.6,31014427,55.574,449.6928183
Ukraine,UKR,Europe,Eastern Europe,2008,0.734,2.5,46028476,68.25146341,3891.037823
United Arab Emirates,ARE,Asia,Western Asia,2008,0.831,5.9,6900142,76.012,45758.90554
Uruguay,URY,Americas,Latin America and the Caribbean,2008,0.774,6.9,3350832,76.282,9062.312171
Uzbekistan,UZB,Asia,Central Asia,2008,0.651,1.8,26952719,69.319,1082.286025
Vanuatu,VUT,Oceania,Melanesia,2008,0.589,2.9,225335,70.152,2697.961375
Zambia,ZMB,Africa,Sub-Saharan Africa,2008,0.518,2.8,13114579,53.749,1369.068249
Zimbabwe,ZWE,Africa,Sub-Saharan Africa,2008,0.419,1.8,13495462,49.337,325.6785703
Afghanistan,AFG,Asia,Southern Asia,2009,0.448,1.3,27207291,60.754,444.1844041
Albania,ALB,Europe,Southern Europe,2009,0.725,3.2,2929886,76.281,4114.134899
Algeria,DZA,Africa,Northern Africa,2009,0.714,2.8,35401790,74.374,3868.83123
Angola,AGO,Africa,Sub-Saharan Africa,2009,0.488,1.9,20520103,57.231,3117.896944
Argentina,ARG,Americas,Latin America and the Caribbean,2009,0.802,2.9,40798641,75.431,8161.306966
Armenia,ARM,Asia,Western Asia,2009,0.72,2.7,2966108,73.119,2993.832531
Australia,AUS,Oceania,Australia and New Zealand,2009,0.927,8.7,21770690,81.54390244,42709.8033
Austria,AUT,Europe,Western Europe,2009,0.872,7.9,8361362,80.33170732,47963.1794
Azerbaijan,AZE,Asia,Western Asia,2009,0.737,2.3,8980488,70.646,4950.294791
Bahrain,BHR,Asia,Western Asia,2009,0.81,5.1,1196774,75.913,19356.67236
Bangladesh,BGD,Asia,Southern Asia,2009,0.535,2.4,149905836,69.759,681.1205368
Barbados,BRB,Americas,Latin America and the Caribbean,2009,0.781,7.4,278466,74.811,16087.72938
Belarus,BLR,Europe,Eastern Europe,2009,0.78,2.4,9505319,70.40731707,5351.355382
Belgium,BEL,Europe,Western Europe,2009,0.878,7.1,10854388,80.03414634,44880.57302
Belize,BLZ,Americas,Latin America and the Caribbean,2009,0.7,NA,313925,69.611,4253.246753
Benin,BEN,Africa,Sub-Saharan Africa,2009,0.451,2.9,9240982,59.009,793.45243
Bhutan,BTN,Asia,Southern Asia,2009,NA,5,707830,67.315,1770.234497
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2009,0.717,3,3837732,75.758,4701.334426
Botswana,BWA,Africa,Sub-Saharan Africa,2009,0.669,5.6,2007212,58.45,5185.729845
Brazil,BRA,Americas,Latin America and the Caribbean,2009,0.716,3.7,196701298,73.488,8553.381368
Bulgaria,BGR,Europe,Eastern Europe,2009,0.77,3.8,7460057,73.41219512,6969.558557
Burkina Faso,BFA,Africa,Sub-Saharan Africa,2009,0.365,3.6,15165856,56.376,552.7455521
Burundi,BDI,Africa,Sub-Saharan Africa,2009,0.361,1.8,9137786,54.386,209.8537621
Cambodia,KHM,Asia,South-eastern Asia,2009,0.519,2,14144337,66.01,738.2326684
Cameroon,CMR,Africa,Sub-Saharan Africa,2009,0.48,2.2,20074522,54.996,1338.884377
Canada,CAN,Americas,Northern America,2009,0.898,8.7,33746559,80.94634146,40773.45436
Central African Republic,CAF,Africa,Sub-Saharan Africa,2009,0.352,2,4361492,46.862,449.9612041
Chad,TCD,Africa,Sub-Saharan Africa,2009,0.36,1.6,11510535,49.691,804.4559039
Chile,CHL,Americas,Latin America and the Caribbean,2009,0.815,6.7,16829957,78.32,10243.32824
China,CHN,Asia,Eastern Asia,2009,0.691,3.6,1333807063,75.032,3838.433972
Colombia,COL,Americas,Latin America and the Caribbean,2009,0.695,3.7,45416276,73.143,5119.191641
Comoros,COM,Africa,Sub-Saharan Africa,2009,0.476,2.3,681845,61.475,1339.337191
Costa Rica,CRI,Americas,Latin America and the Caribbean,2009,0.749,5.3,4488261,78.613,6809.396224
Croatia,HRV,Europe,Southern Europe,2009,0.803,4.1,4330399,76.16829268,14168.67371
Cuba,CUB,Americas,Latin America and the Caribbean,2009,0.784,4.4,11297442,78.833,5484.7763
Cyprus,CYP,Asia,Western Asia,2009,0.853,6.6,1090486,79.245,32105.8159
Denmark,DNK,Europe,Northern Europe,2009,0.906,9.3,5523755,78.59756098,58163.29359
Djibouti,DJI,Africa,Sub-Saharan Africa,2009,0.441,2.8,820097,59.865,1253.657431
Dominica,DMA,Americas,Latin America and the Caribbean,2009,0.721,5.9,70995,NA,6866.224899
Dominican Republic,DOM,Americas,Latin America and the Caribbean,2009,0.697,3,9767737,72.498,4952.677503
Ecuador,ECU,Americas,Latin America and the Caribbean,2009,0.703,2.2,14691310,74.859,4255.565701
El Salvador,SLV,Americas,Latin America and the Caribbean,2009,0.662,3.4,6021368,71.599,2867.98508
Equatorial Guinea,GNQ,Africa,Sub-Saharan Africa,2009,0.589,1.8,707155,55.543,16530.20937
Eritrea,ERI,Africa,Sub-Saharan Africa,2009,0.404,2.6,4593549,61.591,430.7544499
Estonia,EST,Europe,Northern Europe,2009,0.833,6.6,1336013,74.82439024,14726.31828
Ethiopia,ETH,Africa,Sub-Saharan Africa,2009,0.401,2.7,85302099,60.643,379.7566385
Fiji,FJI,Oceania,Melanesia,2009,0.706,NA,851854,69.087,3369.408247
Finland,FIN,Europe,Northern Europe,2009,0.874,8.9,5340485,79.7195122,47107.15571
France,FRA,Europe,Western Europe,2009,0.879,6.9,62640901,81.41463415,41575.41618
Gabon,GAB,Africa,Sub-Saharan Africa,2009,0.66,2.9,1507428,62.247,7603.660223
Georgia,GEO,Asia,Western Asia,2009,0.738,4.1,4298591,72.65,2706.588511
Germany,DEU,Europe,Western Europe,2009,0.907,8,80519685,79.83658537,41732.70725
Ghana,GHA,Africa,Sub-Saharan Africa,2009,0.547,3.9,23713164,60.55,1086.765038
Greece,GRC,Europe,Southern Europe,2009,0.859,3.8,11179425,80.18780488,29710.9703
Grenada,GRD,Americas,Latin America and the Caribbean,2009,NA,NA,104298,72.383,7395.063622
Guatemala,GTM,Americas,Latin America and the Caribbean,2009,0.602,3.4,14418033,71.122,2635.758874
Guinea,GIN,Africa,Sub-Saharan Africa,2009,0.38,1.8,10715770,56.185,636.2799568
Guinea-Bissau,GNB,Africa,Sub-Saharan Africa,2009,0.405,1.9,1596832,54.687,544.8612801
Guyana,GUY,Americas,Latin America and the Caribbean,2009,0.618,2.6,750749,65.929,2764.306686
Haiti,HTI,Americas,Latin America and the Caribbean,2009,0.47,1.8,9852953,60.876,668.2976046
Honduras,HND,Americas,Latin America and the Caribbean,2009,0.606,2.5,7383098,72.27,1815.489496
Hungary,HUN,Europe,Eastern Europe,2009,0.817,5.1,10034951,73.90487805,13029.88338
Iceland,ISL,Europe,Northern Europe,2009,0.894,8.7,314336,81.75121951,40640.9902
India,IND,Asia,Southern Asia,2009,0.569,3.4,1214182182,66.219,1090.317765
Indonesia,IDN,Asia,South-eastern Asia,2009,0.656,2.8,238465165,67.964,2254.445592
Iraq,IRQ,Asia,Western Asia,2009,0.646,1.5,29970634,68.283,3735.144836
Ireland,IRL,Europe,Northern Europe,2009,0.907,8,4558603,80.1902439,52104.03472
Israel,ISR,Asia,Western Asia,2009,0.878,6.1,7262964,81.40487805,27709.11754
Italy,ITA,Europe,Southern Europe,2009,0.869,4.3,59467196,81.63658537,36976.84553
Jamaica,JAM,Americas,Latin America and the Caribbean,2009,0.721,3,2729575,74.619,4303.539796
Japan,JPN,Asia,Eastern Asia,2009,0.879,7.7,127340884,82.93146341,40855.17564
Jordan,JOR,Asia,Western Asia,2009,0.739,5,6266865,73.25,3492.130906
Kazakhstan,KAZ,Asia,Central Asia,2009,0.763,2.7,16098356,68.42926829,7165.223175
Kenya,KEN,Africa,Sub-Saharan Africa,2009,0.523,2.2,39269988,61.68,920.0816252
Kiribati,KIR,Oceania,Micronesia,2009,0.584,2.8,100566,65.244,1316.721614
Kuwait,KWT,Asia,Western Asia,2009,0.79,4.1,2881243,73.868,37567.30121
Latvia,LVA,Europe,Northern Europe,2009,0.815,4.5,2117307,73.0804878,12219.37379
Lebanon,LBN,Asia,Western Asia,2009,0.752,2.5,4181742,78.173,8480.988762
Lesotho,LSO,Africa,Sub-Saharan Africa,2009,0.464,3.3,1990413,50.014,878.1654234
Liberia,LBR,Africa,Sub-Saharan Africa,2009,0.403,3.1,3821498,58.977,463.8559654
Libya,LBY,Africa,Northern Africa,2009,0.755,2.5,6208680,71.679,10296.97353
Lithuania,LTU,Europe,Northern Europe,2009,0.824,4.9,3172436,72.91463415,11837.39103
Luxembourg,LUX,Europe,Western Europe,2009,0.884,8.2,496257,80.63658537,103198.6693
Madagascar,MDG,Africa,Sub-Saharan Africa,2009,0.503,3,20495706,62.944,415.6893226
